id_producto,nombre,categoria,subcategoria,marca,precio_usd,stock,color,potencia_w,capacidad,voltaje,peso_kg,garantia_meses,descripcion
P0037,Abridor de Latas,Cocina,Preparación,CookElite,2046.56,137,Verde,1050,,110-220V,32.3,24,"Presentamos la Abridor de Latas de CookElite, un producto excepcional de la categoría Cocina. Con 1050W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 24 meses respaldada por CookElite. "
P0038,Max Molinillo de Café,Cocina,Preparación,TechHome,1053.41,80,Amarillo,1000,,220V,5.9,24,"Presentamos la Max Molinillo de Café de TechHome, un producto excepcional de la categoría Cocina. Con 1000W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 24 meses respaldada por TechHome. "
P0039,Premium Molinillo de Café,Cocina,Preparación,HomeChef,30.02,137,Rojo,800,,110-220V,2.7,24,"Presentamos la Premium Molinillo de Café de HomeChef, un producto excepcional de la categoría Cocina. Con 800W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 24 meses respaldada por HomeChef. "
P0040,Molinillo de Café Pro,Cocina,Preparación,ChefMaster,1533.68,170,Amarillo,1200,,12V,42.5,18,"Presentamos la Molinillo de Café Pro de ChefMaster, un producto excepcional de la categoría Cocina. Con 1200W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 18 meses respaldada por ChefMaster. "
P0041,Digital Horno Eléctrico,Cocina,Cocción,CookElite,1856.15,77,Amarillo,1500,,12V,47.0,12,"Presentamos la Digital Horno Eléctrico de CookElite, un producto excepcional de la categoría Cocina. Con 1500W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 12 meses respaldada por CookElite. "
P0042,Max Horno Eléctrico,Cocina,Cocción,HomeChef,1408.33,113,Rojo,1550,,12V,30.5,18,"Presentamos la Max Horno Eléctrico de HomeChef, un producto excepcional de la categoría Cocina. Con 1550W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 18 meses respaldada por HomeChef. "
P0043,Horno Eléctrico,Cocina,Cocción,HomeChef,1999.96,158,Verde,700,,12V,4.7,36,"Presentamos la Horno Eléctrico de HomeChef, un producto excepcional de la categoría Cocina. Con 700W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 36 meses respaldada por HomeChef. "
P0044,Compacto Horno Eléctrico,Cocina,Cocción,TechHome,97.66,62,Gris,1150,,220V,40.4,12,"Presentamos la Compacto Horno Eléctrico de TechHome, un producto excepcional de la categoría Cocina. Con 1150W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 12 meses respaldada por TechHome. "
P0045,Premium Horno Eléctrico,Cocina,Cocción,HomeChef,1213.96,37,Blanco,800,,12V,35.0,24,"Presentamos la Premium Horno Eléctrico de HomeChef, un producto excepcional de la categoría Cocina. Con 800W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 24 meses respaldada por HomeChef. "
P0046,Microondas 3000,Cocina,Cocción,CookElite,2754.46,31,Gris,1100,,110-220V,3.0,12,"Presentamos la Microondas 3000 de CookElite, un producto excepcional de la categoría Cocina. Con 1100W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 12 meses respaldada por CookElite. "
P0047,Turbo Microondas,Cocina,Cocción,KitchenPro,1847.63,184,Dorado,1100,,12V,16.2,24,"Presentamos la Turbo Microondas de KitchenPro, un producto excepcional de la categoría Cocina. Con 1100W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 24 meses respaldada por KitchenPro. "
P0048,Digital Microondas,Cocina,Cocción,CookElite,796.08,63,Azul,800,,12V,43.1,24,"Presentamos la Digital Microondas de CookElite, un producto excepcional de la categoría Cocina. Con 800W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 24 meses respaldada por CookElite. "
P0049,Max Freidora de Aire,Cocina,Cocción,CookElite,976.13,138,Negro,1900,,110-220V,12.1,18,"Presentamos la Max Freidora de Aire de CookElite, un producto excepcional de la categoría Cocina. Con 1900W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 18 meses respaldada por CookElite. "
P0050,Freidora de Aire,Cocina,Cocción,KitchenPro,1237.6,138,Gris,1000,,12V,11.1,24,"Presentamos la Freidora de Aire de KitchenPro, un producto excepcional de la categoría Cocina. Con 1000W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 24 meses respaldada por KitchenPro. "
P0051,Freidora de Aire Plus,Cocina,Cocción,CookElite,1156.62,1,Verde,1700,,12V,1.5,36,"Presentamos la Freidora de Aire Plus de CookElite, un producto excepcional de la categoría Cocina. Con 1700W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 36 meses respaldada por CookElite. "
P0052,Deluxe Freidora de Aire,Cocina,Cocción,ChefMaster,2404.6,56,Gris,1450,,12V,37.5,36,"Presentamos la Deluxe Freidora de Aire de ChefMaster, un producto excepcional de la categoría Cocina. Con 1450W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 36 meses respaldada por ChefMaster. "
